build_id,repo_name,branch,commit_sha,duration_seconds,log_line_count,char_density,error_count,warning_count,step_count,unique_templates,template_entropy,suspicious_pattern_count,external_ip_count,external_url_count,base64_pattern_count,event_distribution,build_started_at,build_finished_at,label
build-000312,acme-corp/web-app,develop,7eab9a15752778753d6dc3f104def6a0cc656611,292.92147,3030,27.85,81,159,15,282,7.2832,0,0,0,0,"{""install_dependencies"": 202, ""integration_tests"": 202, ""upload_artifacts"": 202, ""restore_cache"": 202, ""lint"": 202, ""unit_tests"": 202, ""setup_environment"": 202, ""type_check"": 202, ""deploy_production"": 202, ""e2e_tests"": 202, ""build"": 202, ""checkout"": 202, ""setup_node"": 202, ""save_cache"": 202, ""deploy_staging"": 202}",2025-11-23T12:51:02.370186,2025-11-23T12:55:55.291656,normal
build-000851,acme-corp/data-pipeline,main,77730112ba79475dd7717ea8bbda1485f8104dd4,201.037806,2352,27.84,64,105,12,271,7.2797,0,0,0,0,"{""restore_cache"": 196, ""install_dependencies"": 196, ""save_cache"": 196, ""lint"": 196, ""deploy_staging"": 196, ""checkout"": 196, ""upload_artifacts"": 196, ""build"": 196, ""e2e_tests"": 196, ""setup_node"": 196, ""unit_tests"": 196, ""type_check"": 196}",2025-11-23T12:52:21.993152,2025-11-23T12:55:43.030958,normal
build-000442,acme-corp/data-pipeline,develop,bb0a5dd9c75d71007acc90f92494a7a2692e9a26,150.633633,2800,27.96,85,134,10,275,7.3069,0,0,0,0,"{""upload_artifacts"": 280, ""e2e_tests"": 280, ""build"": 280, ""checkout"": 280, ""save_cache"": 280, ""type_check"": 280, ""deploy_staging"": 280, ""setup_node"": 280, ""deploy_production"": 280, ""install_dependencies"": 280}",2025-12-13T12:51:21.401436,2025-12-13T12:53:52.035069,normal
build-000666,acme-corp/web-app,develop,27ed5635f201c4fe7900fe1a42f8234e38df25f6,271.84505,2928,28.14,89,141,12,278,7.2808,0,0,0,0,"{""upload_artifacts"": 244, ""setup_node"": 244, ""type_check"": 244, ""restore_cache"": 244, ""save_cache"": 244, ""lint"": 244, ""install_dependencies"": 244, ""setup_environment"": 244, ""checkout"": 244, ""e2e_tests"": 244, ""integration_tests"": 244, ""deploy_production"": 244}",2025-12-19T12:51:54.021154,2025-12-19T12:56:25.866204,normal
build-000486,startup-io/mobile-backend,feature/feat-887,2339816a6f556fd87a6e8efde520db6455bf19a9,187.686265,1420,28.66,51,66,10,242,7.2298,0,0,0,0,"{""save_cache"": 142, ""integration_tests"": 142, ""deploy_production"": 142, ""checkout"": 142, ""unit_tests"": 142, ""setup_node"": 142, ""e2e_tests"": 142, ""upload_artifacts"": 142, ""type_check"": 142, ""restore_cache"": 142}",2025-12-11T12:51:28.534888,2025-12-11T12:54:36.221153,normal
build-000031,acme-corp/api-service,develop,29d82ba58469a65779613ff4b76410684fd34700,151.249546,1800,28.06,55,79,15,265,7.3115,0,0,0,0,"{""save_cache"": 120, ""install_dependencies"": 120, ""restore_cache"": 120, ""unit_tests"": 120, ""deploy_production"": 120, ""setup_environment"": 120, ""integration_tests"": 120, ""e2e_tests"": 120, ""deploy_staging"": 120, ""lint"": 120, ""upload_artifacts"": 120, ""type_check"": 120, ""setup_node"": 120, ""checkout"": 120, ""build"": 120}",2025-12-01T12:50:25.034669,2025-12-01T12:52:56.284215,normal
build-000279,acme-corp/api-service,develop,49552614b7a7a630031cb046510457ace95b58a2,150.743627,1605,27.74,42,80,15,253,7.2983,0,0,0,0,"{""save_cache"": 107, ""type_check"": 107, ""lint"": 107, ""integration_tests"": 107, ""setup_environment"": 107, ""restore_cache"": 107, ""deploy_staging"": 107, ""setup_node"": 107, ""deploy_production"": 107, ""build"": 107, ""upload_artifacts"": 107, ""install_dependencies"": 107, ""checkout"": 107, ""e2e_tests"": 107, ""unit_tests"": 107}",2025-11-23T12:50:57.929125,2025-11-23T12:53:28.672752,normal
build-000207,acme-corp/data-pipeline,feature/feat-531,356ba04dfe55decf1757b6ebc5bfb13a12e245af,87.95315,2990,28.3,88,137,10,274,7.2895,0,0,0,0,"{""setup_node"": 299, ""checkout"": 299, ""deploy_staging"": 299, ""e2e_tests"": 299, ""lint"": 299, ""upload_artifacts"": 299, ""install_dependencies"": 299, ""deploy_production"": 299, ""type_check"": 299, ""save_cache"": 299}",2025-11-23T12:50:49.078862,2025-11-23T12:52:17.032012,normal
build-000488,startup-io/mobile-backend,main,a0c2bc8be48f2dc4ed79ffc65fa3e2aff8187516,153.228994,434,28.23,8,22,14,176,7.0612,0,0,0,0,"{""install_dependencies"": 31, ""type_check"": 31, ""lint"": 31, ""checkout"": 31, ""integration_tests"": 31, ""deploy_staging"": 31, ""restore_cache"": 31, ""e2e_tests"": 31, ""deploy_production"": 31, ""upload_artifacts"": 31, ""build"": 31, ""setup_node"": 31, ""setup_environment"": 31, ""unit_tests"": 31}",2025-12-15T12:51:28.722343,2025-12-15T12:54:01.951337,normal
build-000737,startup-io/mobile-backend,main,5bca4c545a86c282b61a6a3cde4e42f06d12af9b,171.95897,1963,27.79,66,88,13,263,7.2973,0,0,0,0,"{""install_dependencies"": 151, ""integration_tests"": 151, ""restore_cache"": 151, ""checkout"": 151, ""setup_environment"": 151, ""deploy_staging"": 151, ""deploy_production"": 151, ""type_check"": 151, ""build"": 151, ""setup_node"": 151, ""lint"": 151, ""upload_artifacts"": 151, ""unit_tests"": 151}",2025-11-21T12:52:05.353660,2025-11-21T12:54:57.312630,normal
build-000336,startup-io/auth-service,main,53882cc2c51dd48d2bff8d783ab8e2f43b706bc7,254.765112,300,27.52,9,13,12,142,6.8064,0,0,0,0,"{""install_dependencies"": 25, ""deploy_staging"": 25, ""checkout"": 25, ""e2e_tests"": 25, ""restore_cache"": 25, ""setup_node"": 25, ""type_check"": 25, ""lint"": 25, ""build"": 25, ""integration_tests"": 25, ""save_cache"": 25, ""unit_tests"": 25}",2025-12-01T12:51:05.711527,2025-12-01T12:55:20.476639,normal
build-000489,startup-io/mobile-backend,feature/feat-497,7d1274c404b8c7a4dd1f7367ab470a0ff7bca438,152.861621,52,29.67,0,1,13,49,5.5851,0,0,0,0,"{""integration_tests"": 4, ""restore_cache"": 4, ""deploy_staging"": 4, ""setup_node"": 4, ""build"": 4, ""save_cache"": 4, ""unit_tests"": 4, ""setup_environment"": 4, ""deploy_production"": 4, ""e2e_tests"": 4, ""type_check"": 4, ""checkout"": 4, ""install_dependencies"": 4}",2025-12-15T12:51:28.752009,2025-12-15T12:54:01.613630,normal
build-000824,acme-corp/api-service,develop,42e6425cc60c372f5a9bcbc285e8bfc975595beb,168.771344,2750,27.7,74,122,10,273,7.2663,0,0,0,0,"{""upload_artifacts"": 275, ""build"": 275, ""setup_node"": 275, ""install_dependencies"": 275, ""type_check"": 275, ""deploy_production"": 275, ""deploy_staging"": 275, ""save_cache"": 275, ""checkout"": 275, ""lint"": 275}",2025-12-15T12:52:17.961643,2025-12-15T12:55:06.732987,normal
build-000808,acme-corp/api-service,main,728732924ad09a77b46e50f542540df5f5ef812c,169.171205,4520,27.99,144,214,10,295,7.3296,0,0,0,0,"{""e2e_tests"": 452, ""deploy_production"": 452, ""setup_node"": 452, ""install_dependencies"": 452, ""unit_tests"": 452, ""save_cache"": 452, ""setup_environment"": 452, ""lint"": 452, ""checkout"": 452, ""restore_cache"": 452}",2025-12-20T12:52:15.475357,2025-12-20T12:55:04.646562,normal
build-000415,acme-corp/web-app,main,6420e86a5351f89d548860d0d2a85f4019594014,154.788791,1738,27.96,62,97,11,257,7.2966,0,0,0,0,"{""install_dependencies"": 158, ""integration_tests"": 158, ""setup_node"": 158, ""lint"": 158, ""e2e_tests"": 158, ""deploy_production"": 158, ""save_cache"": 158, ""restore_cache"": 158, ""deploy_staging"": 158, ""upload_artifacts"": 158, ""build"": 158}",2025-12-05T12:51:17.434602,2025-12-05T12:53:52.223393,normal
build-000697,acme-corp/api-service,feature/feat-415,3cf20d42afd78832e7584ec15e30d608b251516a,300.803235,2070,27.79,55,87,10,261,7.273,0,0,0,0,"{""lint"": 207, ""integration_tests"": 207, ""setup_environment"": 207, ""deploy_production"": 207, ""deploy_staging"": 207, ""unit_tests"": 207, ""type_check"": 207, ""e2e_tests"": 207, ""checkout"": 207, ""setup_node"": 207}",2025-12-12T12:51:59.053763,2025-12-12T12:56:59.856998,normal
build-000840,startup-io/mobile-backend,develop,c7c0a70ade75c7581c8f7094f8ed599b30794480,239.898654,1605,27.67,43,61,15,255,7.2467,0,0,0,0,"{""deploy_staging"": 107, ""setup_environment"": 107, ""upload_artifacts"": 107, ""restore_cache"": 107, ""unit_tests"": 107, ""install_dependencies"": 107, ""save_cache"": 107, ""lint"": 107, ""type_check"": 107, ""checkout"": 107, ""e2e_tests"": 107, ""integration_tests"": 107, ""build"": 107, ""deploy_production"": 107, ""setup_node"": 107}",2025-12-05T12:52:20.472211,2025-12-05T12:56:20.370865,normal
build-000825,startup-io/auth-service,develop,ab8968f7b08c1af43ddaa9d4b926757a0be58930,251.243163,4030,27.9,117,177,13,297,7.2878,0,0,0,0,"{""e2e_tests"": 310, ""restore_cache"": 310, ""lint"": 310, ""upload_artifacts"": 310, ""setup_node"": 310, ""build"": 310, ""type_check"": 310, ""install_dependencies"": 310, ""integration_tests"": 310, ""unit_tests"": 310, ""setup_environment"": 310, ""deploy_staging"": 310, ""deploy_production"": 310}",2025-11-25T12:52:18.146550,2025-11-25T12:56:29.389713,normal
build-000278,acme-corp/data-pipeline,main,9c9b584796c1d56dbc2fdb6c0067535068d13822,200.25616,1628,27.35,52,61,11,244,7.2366,0,0,0,0,"{""install_dependencies"": 148, ""unit_tests"": 148, ""setup_environment"": 148, ""integration_tests"": 148, ""save_cache"": 148, ""lint"": 148, ""build"": 148, ""type_check"": 148, ""setup_node"": 148, ""deploy_production"": 148, ""deploy_staging"": 148}",2025-12-20T12:50:57.822491,2025-12-20T12:54:18.078651,normal
build-000865,startup-io/auth-service,main,83c17c879cb501b718a286b13a2de8936d42bdd6,202.037239,3419,27.75,85,149,13,284,7.2621,0,0,0,0,"{""lint"": 263, ""upload_artifacts"": 263, ""type_check"": 263, ""checkout"": 263, ""setup_node"": 263, ""setup_environment"": 263, ""save_cache"": 263, ""install_dependencies"": 263, ""deploy_production"": 263, ""unit_tests"": 263, ""restore_cache"": 263, ""e2e_tests"": 263, ""deploy_staging"": 263}",2025-12-19T12:52:24.302103,2025-12-19T12:55:46.339342,normal
build-000850,startup-io/mobile-backend,develop,fb6530cc9e7b5867b310df36f186c65d65d20a69,210.834471,2101,27.91,58,93,11,257,7.224,0,0,0,0,"{""lint"": 191, ""integration_tests"": 191, ""deploy_staging"": 191, ""build"": 191, ""setup_node"": 191, ""checkout"": 191, ""type_check"": 191, ""deploy_production"": 191, ""restore_cache"": 191, ""setup_environment"": 191, ""save_cache"": 191}",2025-12-13T12:52:21.851154,2025-12-13T12:55:52.685625,normal
build-000243,startup-io/auth-service,main,79362210f4ca728d77e50a43a6157233fe7b2f16,134.618955,830,27.58,27,34,10,222,7.1838,0,0,0,0,"{""type_check"": 83, ""setup_node"": 83, ""integration_tests"": 83, ""restore_cache"": 83, ""checkout"": 83, ""lint"": 83, ""unit_tests"": 83, ""deploy_staging"": 83, ""build"": 83, ""install_dependencies"": 83}",2025-12-01T12:50:53.638674,2025-12-01T12:53:08.257629,normal
build-000718,acme-corp/data-pipeline,develop,ffc19cdbb170d9573b226841f0b29490b6733a22,169.972697,2184,27.7,59,94,13,271,7.2588,0,0,0,0,"{""setup_node"": 168, ""e2e_tests"": 168, ""checkout"": 168, ""save_cache"": 168, ""unit_tests"": 168, ""integration_tests"": 168, ""deploy_production"": 168, ""deploy_staging"": 168, ""build"": 168, ""restore_cache"": 168, ""setup_environment"": 168, ""upload_artifacts"": 168, ""lint"": 168}",2025-11-23T12:52:02.239070,2025-11-23T12:54:52.211767,normal
build-000180,startup-io/auth-service,develop,15590013f1da216d0e2aa8b1b422173940fb545e,199.363114,1287,27.94,44,59,13,242,7.2697,0,0,0,0,"{""install_dependencies"": 99, ""integration_tests"": 99, ""save_cache"": 99, ""lint"": 99, ""restore_cache"": 99, ""deploy_production"": 99, ""type_check"": 99, ""setup_environment"": 99, ""e2e_tests"": 99, ""unit_tests"": 99, ""checkout"": 99, ""deploy_staging"": 99, ""setup_node"": 99}",2025-12-16T12:50:45.224943,2025-12-16T12:54:04.588057,normal
build-000945,startup-io/auth-service,develop,8d204a3ddf71f628aead91c62ba0f3c11230e802,757.848196,2994,27.82,70,126,11,279,7.2754,23,0,0,0,"{""checkout"": 269, ""build"": 284, ""restore_cache"": 269, ""setup_environment"": 269, ""integration_tests"": 284, ""deploy_staging"": 269, ""install_dependencies"": 269, ""type_check"": 269, ""upload_artifacts"": 269, ""e2e_tests"": 269, ""unit_tests"": 274}",2025-11-25T12:52:39.489504,2025-11-25T13:05:17.337700,cryptomining
build-000992,acme-corp/data-pipeline,feature/feat-348,54313d58e30860bd0d174d62548437d65d8fa6b0,199.862622,9744,28.08,282,471,12,352,7.35,30,22,4,0,"{""checkout"": 807, ""build"": 807, ""setup_environment"": 807, ""integration_tests"": 807, ""save_cache"": 807, ""type_check"": 807, ""install_dependencies"": 807, ""deploy_production"": 821, ""lint"": 807, ""deploy_staging"": 833, ""restore_cache"": 807, ""e2e_tests"": 827}",2025-11-24T12:53:05.941355,2025-11-24T12:56:25.803977,exfiltration
build-000451,acme-corp/data-pipeline,feature/feat-656,516dd9529555b1c1aa8453fff5e26063864c032d,202.120399,1638,28.16,42,71,13,248,7.2146,0,0,0,0,"{""integration_tests"": 126, ""deploy_production"": 126, ""unit_tests"": 126, ""type_check"": 126, ""upload_artifacts"": 126, ""e2e_tests"": 126, ""checkout"": 126, ""deploy_staging"": 126, ""build"": 126, ""setup_environment"": 126, ""setup_node"": 126, ""restore_cache"": 126, ""install_dependencies"": 126}",2025-12-08T12:51:22.919938,2025-12-08T12:54:45.040337,normal
build-000366,startup-io/auth-service,develop,943c92ea6eeeec8472af139c2fd4ab4ea6668748,191.750715,1170,27.55,40,53,13,240,7.2507,0,0,0,0,"{""lint"": 90, ""checkout"": 90, ""build"": 90, ""type_check"": 90, ""setup_node"": 90, ""integration_tests"": 90, ""install_dependencies"": 90, ""upload_artifacts"": 90, ""save_cache"": 90, ""deploy_production"": 90, ""unit_tests"": 90, ""setup_environment"": 90, ""deploy_staging"": 90}",2025-12-03T12:51:10.024924,2025-12-03T12:54:21.775639,normal
build-000213,acme-corp/api-service,feature/feat-798,3539f631899f9d718b85caf72cbc23d3e4850342,218.722557,3045,27.65,99,146,15,281,7.3179,0,0,0,0,"{""restore_cache"": 203, ""setup_node"": 203, ""build"": 203, ""setup_environment"": 203, ""unit_tests"": 203, ""e2e_tests"": 203, ""lint"": 203, ""type_check"": 203, ""checkout"": 203, ""integration_tests"": 203, ""upload_artifacts"": 203, ""install_dependencies"": 203, ""save_cache"": 203, ""deploy_production"": 203, ""deploy_staging"": 203}",2025-11-27T12:50:50.047146,2025-11-27T12:54:28.769703,normal
build-000719,startup-io/auth-service,feature/feat-652,d0cb06b3fba1264519c1eee695aeecf4403cedd0,165.078532,3245,27.65,100,158,11,276,7.329,0,0,0,0,"{""e2e_tests"": 295, ""restore_cache"": 295, ""upload_artifacts"": 295, ""setup_environment"": 295, ""build"": 295, ""deploy_production"": 295, ""save_cache"": 295, ""checkout"": 295, ""setup_node"": 295, ""lint"": 295, ""deploy_staging"": 295}",2025-11-30T12:52:02.406628,2025-11-30T12:54:47.485160,normal
build-000391,acme-corp/data-pipeline,main,eccc16c5995ea4b4f8e1dc1c35c98fac07af4342,190.66206,888,27.93,32,54,12,225,7.235,0,0,0,0,"{""type_check"": 74, ""build"": 74, ""save_cache"": 74, ""restore_cache"": 74, ""unit_tests"": 74, ""integration_tests"": 74, ""setup_node"": 74, ""setup_environment"": 74, ""install_dependencies"": 74, ""e2e_tests"": 74, ""checkout"": 74, ""deploy_production"": 74}",2025-12-01T12:51:13.648197,2025-12-01T12:54:24.310257,normal
build-000110,acme-corp/api-service,develop,6ceb17349ec4738fb3731d559ff22094467d69bd,150.878187,2015,27.88,62,82,13,267,7.2801,0,0,0,0,"{""upload_artifacts"": 155, ""unit_tests"": 155, ""restore_cache"": 155, ""lint"": 155, ""type_check"": 155, ""setup_node"": 155, ""setup_environment"": 155, ""deploy_production"": 155, ""deploy_staging"": 155, ""checkout"": 155, ""e2e_tests"": 155, ""save_cache"": 155, ""install_dependencies"": 155}",2025-12-11T12:50:36.448083,2025-12-11T12:53:07.326270,normal
build-000786,acme-corp/web-app,main,5123692607517359a33016e56324508a8e207cc0,227.655881,960,27.83,24,43,10,218,7.1687,0,0,0,0,"{""deploy_staging"": 96, ""install_dependencies"": 96, ""type_check"": 96, ""setup_environment"": 96, ""setup_node"": 96, ""lint"": 96, ""upload_artifacts"": 96, ""checkout"": 96, ""restore_cache"": 96, ""e2e_tests"": 96}",2025-12-06T12:52:12.584912,2025-12-06T12:56:00.240793,normal
build-000350,acme-corp/api-service,feature/feat-930,f2c8fc9c647f81ece95f18661411297a8c43e25f,235.441621,1807,27.79,48,76,13,266,7.2985,0,0,0,0,"{""build"": 139, ""restore_cache"": 139, ""deploy_production"": 139, ""e2e_tests"": 139, ""checkout"": 139, ""setup_environment"": 139, ""unit_tests"": 139, ""type_check"": 139, ""install_dependencies"": 139, ""lint"": 139, ""integration_tests"": 139, ""save_cache"": 139, ""setup_node"": 139}",2025-12-11T12:51:07.670343,2025-12-11T12:55:03.111964,normal
build-000800,acme-corp/data-pipeline,main,4a723fd9842965814747ea25a695722abea0b25a,181.247622,1378,28.04,33,70,13,250,7.3006,0,0,0,0,"{""install_dependencies"": 106, ""deploy_production"": 106, ""build"": 106, ""setup_environment"": 106, ""type_check"": 106, ""lint"": 106, ""upload_artifacts"": 106, ""checkout"": 106, ""restore_cache"": 106, ""deploy_staging"": 106, ""unit_tests"": 106, ""e2e_tests"": 106, ""save_cache"": 106}",2025-12-11T12:52:14.424396,2025-12-11T12:55:15.672018,normal
build-000145,acme-corp/data-pipeline,main,8e08b5a8da6b6381a137fa33bd824808d3aef343,196.859512,1464,27.76,43,57,12,241,7.1878,0,0,0,0,"{""save_cache"": 122, ""install_dependencies"": 122, ""unit_tests"": 122, ""integration_tests"": 122, ""lint"": 122, ""build"": 122, ""deploy_staging"": 122, ""type_check"": 122, ""e2e_tests"": 122, ""checkout"": 122, ""setup_node"": 122, ""setup_environment"": 122}",2025-12-03T12:50:40.755718,2025-12-03T12:53:57.615230,normal
build-000890,acme-corp/data-pipeline,develop,6d4df74efe622a9cb0e3df3cdca80141bd80619b,154.241867,1408,27.6,54,57,11,243,7.2398,0,0,0,0,"{""deploy_staging"": 128, ""save_cache"": 128, ""build"": 128, ""unit_tests"": 128, ""lint"": 128, ""checkout"": 128, ""install_dependencies"": 128, ""setup_environment"": 128, ""restore_cache"": 128, ""integration_tests"": 128, ""upload_artifacts"": 128}",2025-11-23T12:52:28.020880,2025-11-23T12:55:02.262747,normal
build-000446,acme-corp/api-service,develop,73a9822de27ef242ff7e5362aa882e4f2ebfd8fe,229.228931,2370,27.97,59,103,10,276,7.3316,0,0,0,0,"{""lint"": 237, ""deploy_production"": 237, ""e2e_tests"": 237, ""setup_node"": 237, ""checkout"": 237, ""save_cache"": 237, ""build"": 237, ""integration_tests"": 237, ""type_check"": 237, ""deploy_staging"": 237}",2025-11-25T12:51:22.131074,2025-11-25T12:55:11.360005,normal
build-000047,acme-corp/api-service,develop,0967e24f7c681e5805146791db2403107691a850,137.876814,1692,27.77,46,75,12,252,7.2888,0,0,0,0,"{""e2e_tests"": 141, ""setup_node"": 141, ""restore_cache"": 141, ""unit_tests"": 141, ""deploy_staging"": 141, ""upload_artifacts"": 141, ""install_dependencies"": 141, ""type_check"": 141, ""lint"": 141, ""setup_environment"": 141, ""integration_tests"": 141, ""save_cache"": 141}",2025-12-02T12:50:27.329475,2025-12-02T12:52:45.206289,normal
build-000613,acme-corp/data-pipeline,develop,49dbdc70cd1ed963704f975bb1e6ea902c1b629c,168.88274,1859,27.93,61,77,11,254,7.2365,0,0,0,0,"{""checkout"": 169, ""e2e_tests"": 169, ""build"": 169, ""unit_tests"": 169, ""deploy_staging"": 169, ""install_dependencies"": 169, ""save_cache"": 169, ""type_check"": 169, ""restore_cache"": 169, ""integration_tests"": 169, ""deploy_production"": 169}",2025-12-15T12:51:46.578513,2025-12-15T12:54:35.461253,normal
build-000042,acme-corp/data-pipeline,main,788afc2115f90437b0e9011757b2c612cbe58170,268.673643,1550,28.08,49,83,10,247,7.2481,0,0,0,0,"{""checkout"": 155, ""setup_environment"": 155, ""install_dependencies"": 155, ""deploy_staging"": 155, ""upload_artifacts"": 155, ""unit_tests"": 155, ""build"": 155, ""setup_node"": 155, ""type_check"": 155, ""deploy_production"": 155}",2025-11-21T12:50:26.586961,2025-11-21T12:54:55.260604,normal
build-000392,startup-io/auth-service,feature/feat-548,d714e4cb6e4b2597bcb0ef3b7511f82a97d32eee,202.811871,2436,27.69,75,108,14,272,7.3193,0,0,0,0,"{""unit_tests"": 174, ""checkout"": 174, ""type_check"": 174, ""e2e_tests"": 174, ""setup_environment"": 174, ""deploy_staging"": 174, ""lint"": 174, ""restore_cache"": 174, ""install_dependencies"": 174, ""upload_artifacts"": 174, ""integration_tests"": 174, ""setup_node"": 174, ""deploy_production"": 174, ""build"": 174}",2025-12-07T12:51:13.726158,2025-12-07T12:54:36.538029,normal
build-000616,startup-io/mobile-backend,feature/feat-732,84d1be96a0b3e9d35c42249d1a83f2ac68eae8c9,146.550493,864,27.94,24,38,12,217,7.2135,0,0,0,0,"{""lint"": 72, ""setup_node"": 72, ""checkout"": 72, ""build"": 72, ""type_check"": 72, ""upload_artifacts"": 72, ""deploy_staging"": 72, ""e2e_tests"": 72, ""unit_tests"": 72, ""deploy_production"": 72, ""install_dependencies"": 72, ""setup_environment"": 72}",2025-12-11T12:51:47.133043,2025-12-11T12:54:13.683536,normal
build-000891,acme-corp/web-app,main,63a63a7280c170f3b1a5baec92fac585495060d3,95.620952,1896,28.11,55,100,12,263,7.2799,0,0,0,0,"{""e2e_tests"": 158, ""type_check"": 158, ""lint"": 158, ""checkout"": 158, ""build"": 158, ""unit_tests"": 158, ""upload_artifacts"": 158, ""setup_node"": 158, ""integration_tests"": 158, ""setup_environment"": 158, ""deploy_production"": 158, ""restore_cache"": 158}",2025-11-29T12:52:28.115862,2025-11-29T12:54:03.736814,normal
